,Energy
-60.0,-21.5994945469324
-59.5,-21.599494546983166
-59.0,-21.59949454713543
-58.5,-21.59949454738908
-58.0,-21.59949454774395
-57.5,-21.5994945481998
-57.0,-21.599494548756308
-56.5,-21.599494549413098
-56.0,-21.599494550169723
-55.5,-21.599494551025654
-55.0,-21.599494551980314
-54.5,-21.599494553033043
-54.0,-21.599494554183124
-53.5,-21.599494555429768
-53.0,-21.599494556772115
-52.5,-21.59949455820925
-52.0,-21.599494559740194
-51.5,-21.599494561363887
-51.0,-21.59949456307922
-50.5,-21.59949456488502
-50.0,-21.59949456678004
-49.5,-21.599494568762996
-49.0,-21.599494570832523
-48.5,-21.599494572987197
-48.0,-21.599494575225542
-47.5,-21.599494577546032
-47.0,-21.59949457994707
-46.5,-21.599494582427013
-46.0,-21.599494584984164
-45.5,-21.599494587616764
-45.0,-21.599494590323012
-44.5,-21.599494593101056
-44.0,-21.599494595948986
-43.5,-21.599494598864855
-43.0,-21.599494601846665
-42.5,-21.599494604892367
-42.0,-21.59949460799988
-41.5,-21.599494611167067
-41.0,-21.599494614391766
-40.5,-21.599494617671763
-40.0,-21.59949462100481
-39.5,-21.59949462438862
-39.0,-21.599494627820878
-38.5,-21.599494631299233
-38.0,-21.599494634821294
-37.5,-21.599494638384652
-37.0,-21.599494641986865
-36.5,-21.599494645625462
-36.0,-21.599494649297952
-35.5,-21.599494653001816
-35.0,-21.599494656734517
-34.5,-21.599494660493495
-34.0,-21.59949466427618
-33.5,-21.59949466807997
-33.0,-21.599494671902264
-32.5,-21.599494675740438
-32.0,-21.599494679591867
-31.5,-21.59949468345391
-31.0,-21.599494687323915
-30.5,-21.59949469119924
-30.0,-21.59949469507722
-29.5,-21.599494698955198
-29.0,-21.59949470283052
-28.5,-21.59949470670053
-28.0,-21.599494710562567
-27.5,-21.599494714414
-27.0,-21.59949471825217
-26.5,-21.599494722074468
-26.0,-21.59949472587826
-25.5,-21.599494729660936
-25.0,-21.599494733419917
-24.5,-21.59949473715262
-24.0,-21.599494740856485
-23.5,-21.599494744528975
-23.0,-21.599494748167576
-22.5,-21.59949475176979
-22.0,-21.599494755333144
-21.5,-21.599494758855208
-21.0,-21.59949476233356
-20.5,-21.59949476576582
-20.0,-21.59949476914963
-19.5,-21.59949477248267
-19.0,-21.599494775762672
